,Match ID,Venue,Innings,Bowling Side,Batting Side,Batter,Winner,Non Striker,Bowler,Ball,Batter Runs,Extra Runs,Run scored,Ball Rebowled,Extra Type,Method,Player Out,Current Score,Target Score,Required Runs,Balls Remaining,Wickets Left,RR,CR,Result
382012,306989,Gymkhana Club Ground,2,Pakistan,Bangladesh,Nazimuddin,Pakistan,Mahmudullah,Yasir Arafat,6,0,0,0,0,[],bowled,Nazimuddin,128,192,64.0,36,5,10.666666666666666,9.142857142857142,0
382019,306989,Gymkhana Club Ground,2,Pakistan,Bangladesh,Mashrafe Mortaza,Pakistan,Mahmudullah,Iftikhar Anjum,1,0,0,0,0,[],run out,Mahmudullah,132,192,60.0,29,4,12.413793103448278,8.703296703296703,0
382041,306989,Gymkhana Club Ground,2,Pakistan,Bangladesh,Farhad Reza,Pakistan,Mashrafe Mortaza,Shoaib Akhtar,5,0,0,0,0,[],bowled,Farhad Reza,158,192,34.0,7,3,29.14285714285714,8.389380530973451,0
382856,1157375,Sheikh Zayed Stadium,2,Pakistan,New Zealand,GD Phillips,Pakistan,C Munro,Hasan Ali,6,0,0,0,0,[],bowled,GD Phillips,50,149,99.0,84,9,7.071428571428571,8.333333333333332,0
382889,1157375,Sheikh Zayed Stadium,2,Pakistan,New Zealand,C Munro,Pakistan,KS Williamson,Shadab Khan,3,0,0,0,0,[],caught,C Munro,79,149,70.0,51,8,8.235294117647058,6.869565217391305,0
382896,1157375,Sheikh Zayed Stadium,2,Pakistan,New Zealand,KS Williamson,Pakistan,C de Grandhomme,Imad Wasim,4,0,0,0,0,[],caught and bowled,KS Williamson,84,149,65.0,44,7,8.863636363636363,6.631578947368421,0
382902,1157375,Sheikh Zayed Stadium,2,Pakistan,New Zealand,LRPL Taylor,Pakistan,C de Grandhomme,Shaheen Shah Afridi,4,0,0,0,0,[],run out,C de Grandhomme,89,149,60.0,38,6,9.473684210526315,6.51219512195122,0
382930,1157375,Sheikh Zayed Stadium,2,Pakistan,New Zealand,CJ Anderson,Pakistan,LRPL Taylor,Hasan Ali,1,0,0,0,0,[],caught,CJ Anderson,123,149,26.0,11,5,14.181818181818183,6.770642201834862,0
382935,1157375,Sheikh Zayed Stadium,2,Pakistan,New Zealand,TL Seifert,Pakistan,LRPL Taylor,Hasan Ali,6,0,0,0,0,[],bowled,TL Seifert,132,149,17.0,6,4,17.0,6.947368421052632,0
383309,1252067,Coolidge Cricket Ground,2,Sri Lanka,West Indies,E Lewis,Sri Lanka,LMP Simmons,A Dananjaya,5,0,0,0,0,[],bowled,E Lewis,9,161,152.0,103,9,8.854368932038835,3.1764705882352944,0
383331,1252067,Coolidge Cricket Ground,2,Sri Lanka,West Indies,CH Gayle,Sri Lanka,LMP Simmons,PWH de Silva,1,0,0,0,0,[],caught,CH Gayle,45,161,116.0,83,8,8.3855421686747,7.297297297297297,0
383335,1252067,Coolidge Cricket Ground,2,Sri Lanka,West Indies,LMP Simmons,Sri Lanka,N Pooran,PWH de Silva,5,0,0,0,0,[],lbw,LMP Simmons,48,161,113.0,79,7,8.582278481012658,7.024390243902438,0
383345,1252067,Coolidge Cricket Ground,2,Sri Lanka,West Indies,JO Holder,Sri Lanka,N Pooran,MD Gunathilaka,3,0,0,0,0,[],caught,JO Holder,60,161,101.0,69,6,8.782608695652174,7.0588235294117645,0
383355,1252067,Coolidge Cricket Ground,2,Sri Lanka,West Indies,DJ Bravo,Sri Lanka,N Pooran,PVD Chameera,1,0,0,0,0,[],caught,DJ Bravo,65,161,96.0,59,5,9.76271186440678,6.39344262295082,0
383359,1252067,Coolidge Cricket Ground,2,Sri Lanka,West Indies,N Pooran,Sri Lanka,KA Pollard,PVD Chameera,5,0,0,0,0,[],bowled,N Pooran,66,161,95.0,55,4,10.363636363636363,6.092307692307692,0
383386,1252067,Coolidge Cricket Ground,2,Sri Lanka,West Indies,FA Allen,Sri Lanka,KA Pollard,PWH de Silva,2,0,0,0,0,[],lbw,FA Allen,89,161,72.0,28,3,15.42857142857143,5.804347826086956,0
383395,1252067,Coolidge Cricket Ground,2,Sri Lanka,West Indies,KA Pollard,Sri Lanka,K Sinclair,PADLR Sandakan,5,0,0,0,0,[],caught,KA Pollard,93,161,68.0,19,2,21.473684210526315,5.524752475247525,0
383403,1252067,Coolidge Cricket Ground,2,Sri Lanka,West Indies,OC McCoy,Sri Lanka,K Sinclair,PADLR Sandakan,1,0,0,0,0,[],bowled,OC McCoy,116,161,45.0,11,1,24.545454545454547,6.385321100917432,0
383406,1252067,Coolidge Cricket Ground,2,Sri Lanka,West Indies,K Sinclair,Sri Lanka,FH Edwards,PADLR Sandakan,4,0,0,0,0,[],caught,K Sinclair,117,161,44.0,8,0,33.0,6.267857142857143,0
384290,1383088,Grange Cricket Club Ground,2,Scotland,Ireland,A Balbirnie,Scotland,PR Stirling,BJ Currie,3,0,0,0,0,[],caught,A Balbirnie,4,214,210.0,117,9,10.76923076923077,8.0,0
384293,1383088,Grange Cricket Club Ground,2,Scotland,Ireland,L Tucker,Scotland,PR Stirling,BJ Currie,6,0,0,0,0,[],caught,L Tucker,4,214,210.0,114,8,11.052631578947368,4.0,0
384302,1383088,Grange Cricket Club Ground,2,Scotland,Ireland,HT Tector,Scotland,PR Stirling,BJ Currie,3,0,0,0,0,[],caught,HT Tector,20,214,194.0,105,7,11.085714285714285,8.0,0
384317,1383088,Grange Cricket Club Ground,2,Scotland,Ireland,PR Stirling,Scotland,C Campher,BJ Currie,5,0,0,0,0,[],caught,PR Stirling,44,214,170.0,91,6,11.208791208791208,9.103448275862068,0
384337,1383088,Grange Cricket Club Ground,2,Scotland,Ireland,C Campher,Scotland,NA Rock,MA Leask,5,0,0,0,0,[],caught,C Campher,76,214,138.0,73,5,11.342465753424658,9.702127659574467,0
384347,1383088,Grange Cricket Club Ground,2,Scotland,Ireland,NA Rock,Scotland,GH Dockrell,MA Leask,3,0,0,0,0,[],caught,NA Rock,89,214,125.0,63,4,11.904761904761905,9.368421052631579,0
384357,1383088,Grange Cricket Club Ground,2,Scotland,Ireland,GH Dockrell,Scotland,MR Adair,CN Greaves,1,0,0,0,0,[],caught,GH Dockrell,108,214,106.0,53,3,12.0,9.671641791044776,0
384387,1383088,Grange Cricket Club Ground,2,Scotland,Ireland,BJ McCarthy,Scotland,MR Adair,GT Main,6,0,0,0,0,[],caught,BJ McCarthy,167,214,47.0,24,2,11.75,10.4375,0
384403,1383088,Grange Cricket Club Ground,2,Scotland,Ireland,MR Adair,Scotland,J Little,BJ Currie,2,0,0,0,0,[],caught,MR Adair,195,214,19.0,10,1,11.399999999999999,10.636363636363637,0
384540,951361,Feroz Shah Kotla,2,England,Sri Lanka,TM Dilshan,England,LD Chandimal,DJ Willey,3,0,0,0,0,[],caught,TM Dilshan,3,172,169.0,117,9,8.666666666666666,6.0,0
384546,951361,Feroz Shah Kotla,2,England,Sri Lanka,LD Chandimal,England,TAM Siriwardana,CJ Jordan,2,0,0,0,0,[],caught,LD Chandimal,4,172,168.0,112,8,9.0,3.0,0
384556,951361,Feroz Shah Kotla,2,England,Sri Lanka,TAM Siriwardana,England,HDRL Thirimanne,DJ Willey,5,0,0,0,0,[],caught,TAM Siriwardana,15,172,157.0,103,7,9.145631067961165,5.294117647058823,0
384557,951361,Feroz Shah Kotla,2,England,Sri Lanka,AD Mathews,England,HDRL Thirimanne,DJ Willey,6,0,0,0,0,[],run out,HDRL Thirimanne,15,172,157.0,102,6,9.23529411764706,5.0,0
384622,951361,Feroz Shah Kotla,2,England,Sri Lanka,CK Kapugedera,England,AD Mathews,LE Plunkett,6,0,0,0,0,[],caught,CK Kapugedera,95,172,77.0,42,5,11.0,7.307692307692307,0
384644,951361,Feroz Shah Kotla,2,England,Sri Lanka,NLTC Perera,England,AD Mathews,CJ Jordan,4,0,0,0,0,[],caught,NLTC Perera,137,172,35.0,20,4,10.5,8.22,0
384655,951361,Feroz Shah Kotla,2,England,Sri Lanka,MD Shanaka,England,AD Mathews,CJ Jordan,3,0,0,0,0,[],caught,MD Shanaka,155,172,17.0,9,3,11.333333333333332,8.378378378378379,0
384658,951361,Feroz Shah Kotla,2,England,Sri Lanka,HMRKB Herath,England,AD Mathews,CJ Jordan,6,0,0,0,0,[],bowled,HMRKB Herath,157,172,15.0,6,2,15.0,8.263157894736842,0
384977,350347,New Wanderers Stadium,2,South Africa,Bangladesh,Junaid Siddique,South Africa,Tamim Iqbal,RK Kleinveldt,1,0,0,0,0,[],caught,Junaid Siddique,25,122,97.0,101,9,5.762376237623762,7.894736842105264,0
384992,350347,New Wanderers Stadium,2,South Africa,Bangladesh,Mohammad Ashraful,South Africa,Tamim Iqbal,J Botha,1,0,0,0,0,[],bowled,Mohammad Ashraful,56,122,66.0,89,8,4.449438202247191,10.838709677419354,0
385001,350347,New Wanderers Stadium,2,South Africa,Bangladesh,Raqibul Hasan,South Africa,Tamim Iqbal,M Morkel,4,0,0,0,0,[],caught,Raqibul Hasan,65,122,57.0,80,7,4.275,9.75,0
385004,350347,New Wanderers Stadium,2,South Africa,Bangladesh,Tamim Iqbal,South Africa,Shakib Al Hasan,J Botha,1,0,0,0,0,[],stumped,Tamim Iqbal,69,122,53.0,77,6,4.12987012987013,9.627906976744185,0
385006,350347,New Wanderers Stadium,2,South Africa,Bangladesh,Shakib Al Hasan,South Africa,Naeem Islam,J Botha,3,0,0,0,0,[],run out,Shakib Al Hasan,70,122,52.0,75,5,4.16,9.333333333333334,0
385025,350347,New Wanderers Stadium,2,South Africa,Bangladesh,Naeem Islam,South Africa,Mushfiqur Rahim,JA Morkel,4,1,0,1,0,[],run out,Mushfiqur Rahim,94,122,28.0,56,4,3.0,8.8125,0
385035,350347,New Wanderers Stadium,2,South Africa,Bangladesh,Naeem Islam,South Africa,Mehrab Hossain jnr,DW Steyn,2,0,0,0,0,[],bowled,Naeem Islam,101,122,21.0,46,3,2.7391304347826084,8.18918918918919,0
385038,350347,New Wanderers Stadium,2,South Africa,Bangladesh,Abdur Razzak,South Africa,Mehrab Hossain jnr,DW Steyn,5,0,0,0,0,[],bowled,Abdur Razzak,103,122,19.0,43,2,2.6511627906976747,8.025974025974026,0
385193,636537,Kensington Oval,2,England,West Indies,DR Smith,West Indies,CH Gayle,JW Dernbach,3,0,0,0,0,[],caught,DR Smith,48,153,105.0,93,9,6.774193548387098,10.666666666666666,1
385229,636537,Kensington Oval,2,England,West Indies,CH Gayle,West Indies,MN Samuels,RS Bopara,2,0,0,0,0,[],bowled,CH Gayle,75,153,78.0,58,8,8.068965517241379,7.258064516129032,1
385255,636537,Kensington Oval,2,England,West Indies,LMP Simmons,West Indies,MN Samuels,LJ Wright,4,0,0,0,0,[],caught,LMP Simmons,111,153,42.0,32,7,7.875,7.568181818181818,1
385264,636537,Kensington Oval,2,England,West Indies,MN Samuels,West Indies,AD Russell,TT Bresnan,1,0,0,0,0,[],caught,MN Samuels,116,153,37.0,23,6,9.652173913043478,7.175257731958762,1
385265,636537,Kensington Oval,2,England,West Indies,AD Russell,West Indies,DJG Sammy,TT Bresnan,2,0,0,0,0,[],caught,AD Russell,116,153,37.0,22,5,10.090909090909092,7.1020408163265305,1
385448,1263151,National Cricket Stadium,2,South Africa,West Indies,ADS Fletcher,West Indies,E Lewis,T Shamsi,1,0,1,1,1,['wides'],run out,ADS Fletcher,85,161,76.0,78,9,5.846153846153846,12.142857142857142,1
385478,1263151,National Cricket Stadium,2,South Africa,West Indies,E Lewis,West Indies,CH Gayle,T Shamsi,5,0,0,0,0,[],caught,E Lewis,124,161,37.0,49,8,4.530612244897959,10.47887323943662,1
385859,1233466,Rawalpindi Cricket Stadium,2,Zimbabwe,Pakistan,Fakhar Zaman,Pakistan,Abdullah Shafique,WP Masakadza,5,0,0,0,0,[],caught,Fakhar Zaman,39,130,91.0,79,9,6.911392405063291,5.7073170731707314,1
385889,1233466,Rawalpindi Cricket Stadium,2,Zimbabwe,Pakistan,Haider Ali,Pakistan,Abdullah Shafique,M Shumba,4,0,0,0,0,[],caught,Haider Ali,79,130,51.0,50,8,6.12,6.771428571428571,1
386051,356010,Lord's,2,England,India,RG Sharma,England,G Gambhir,RJ Sidebottom,5,0,0,0,0,[],bowled,RG Sharma,12,154,142.0,109,9,7.81651376146789,6.545454545454545,0
386062,356010,Lord's,2,England,India,SK Raina,England,G Gambhir,RJ Sidebottom,4,0,0,0,0,[],caught,SK Raina,24,154,130.0,98,8,7.959183673469387,6.545454545454545,0
386105,356010,Lord's,2,England,India,G Gambhir,England,RA Jadeja,AD Mascarenhas,4,0,0,0,0,[],caught,G Gambhir,62,154,92.0,56,7,9.857142857142858,5.8125,0
386123,356010,Lord's,2,England,India,RA Jadeja,England,Yuvraj Singh,GP Swann,3,0,0,0,0,[],caught,RA Jadeja,85,154,69.0,39,6,10.615384615384615,6.296296296296296,0
386126,356010,Lord's,2,England,India,Yuvraj Singh,England,MS Dhoni,GP Swann,6,0,0,0,0,[],stumped,Yuvraj Singh,87,154,67.0,36,5,11.166666666666668,6.214285714285715,0
386311,1089203,Sheikh Zayed Stadium,2,United Arab Emirates,Papua New Guinea,TP Ura,United Arab Emirates,L Siaka,Amjad Javed,3,0,0,0,0,[],caught,TP Ura,42,181,139.0,99,9,8.424242424242424,12.0,0
386318,1089203,Sheikh Zayed Stadium,2,United Arab Emirates,Papua New Guinea,A Vala,United Arab Emirates,L Siaka,Rohan Mustafa,4,0,0,0,0,[],bowled,A Vala,51,181,130.0,92,8,8.478260869565219,10.928571428571429,0
386322,1089203,Sheikh Zayed Stadium,2,United Arab Emirates,Papua New Guinea,L Siaka,United Arab Emirates,MD Dai,Amjad Javed,2,0,0,0,0,[],caught,L Siaka,53,181,128.0,88,7,8.727272727272727,9.9375,0
386335,1089203,Sheikh Zayed Stadium,2,United Arab Emirates,Papua New Guinea,MD Dai,United Arab Emirates,S Bau,Ahmed Raza,3,0,0,0,0,[],bowled,MD Dai,70,181,111.0,75,6,8.879999999999999,9.333333333333334,0
386370,1089203,Sheikh Zayed Stadium,2,United Arab Emirates,Papua New Guinea,S Bau,United Arab Emirates,JNT Vare,Imran Haider,5,1,0,1,0,[],run out,S Bau,104,181,77.0,43,5,10.74418604651163,8.103896103896105,0
386379,1089203,Sheikh Zayed Stadium,2,United Arab Emirates,Papua New Guinea,JB Reva,United Arab Emirates,JNT Vare,Imran Haider,1,0,0,0,0,[],bowled,JB Reva,111,181,70.0,35,4,12.0,7.835294117647059,0
386399,1089203,Sheikh Zayed Stadium,2,United Arab Emirates,Papua New Guinea,CA Soper,United Arab Emirates,JNT Vare,Mohammad Naveed,3,0,0,0,0,[],bowled,CA Soper,130,181,51.0,15,3,20.4,7.428571428571429,0
386400,1089203,Sheikh Zayed Stadium,2,United Arab Emirates,Papua New Guinea,N Vanua,United Arab Emirates,JNT Vare,Mohammad Naveed,4,0,0,0,0,[],bowled,N Vanua,130,181,51.0,14,2,21.857142857142858,7.3584905660377355,0
386408,1089203,Sheikh Zayed Stadium,2,United Arab Emirates,Papua New Guinea,JNT Vare,United Arab Emirates,A Nao,Amjad Javed,6,0,0,0,0,[],caught,JNT Vare,144,181,37.0,6,1,37.0,7.578947368421052,0
386551,1199531,Dubai International Cricket Stadium,2,Namibia,Kenya,IA Karim,Namibia,AR Gandhi,C Viljoen,6,0,0,0,0,[],run out,IA Karim,7,182,175.0,108,9,9.722222222222223,3.5,0
386571,1199531,Dubai International Cricket Stadium,2,Namibia,Kenya,DM Gondaria,Namibia,AR Gandhi,C Viljoen,1,0,0,0,0,[],caught and bowled,DM Gondaria,28,182,154.0,89,8,10.382022471910112,5.419354838709677,0
386582,1199531,Dubai International Cricket Stadium,2,Namibia,Kenya,JS Kundi,Namibia,AR Gandhi,BM Scholtz,6,0,0,0,0,[],bowled,JS Kundi,36,182,146.0,78,7,11.23076923076923,5.142857142857142,0
386594,1199531,Dubai International Cricket Stadium,2,Namibia,Kenya,AR Gandhi,Namibia,CO Obuya,BM Scholtz,5,0,0,0,0,[],bowled,AR Gandhi,44,182,138.0,67,6,12.358208955223882,4.981132075471699,0
386606,1199531,Dubai International Cricket Stadium,2,Namibia,Kenya,CO Obuya,Namibia,RR Patel,BM Scholtz,5,0,0,0,0,[],caught,CO Obuya,49,182,133.0,55,5,14.509090909090908,4.523076923076923,0
386614,1199531,Dubai International Cricket Stadium,2,Namibia,Kenya,SO Ngoche,Namibia,RR Patel,BM Scholtz,1,0,0,0,0,[],lbw,SO Ngoche,53,182,129.0,47,4,16.46808510638298,4.356164383561644,0
386645,1199531,Dubai International Cricket Stadium,2,Namibia,Kenya,NM Odhiambo,Namibia,RR Patel,JJ Smit,6,0,0,0,0,[],caught,NM Odhiambo,79,182,103.0,18,3,34.333333333333336,4.647058823529412,0
386649,1199531,Dubai International Cricket Stadium,2,Namibia,Kenya,RR Patel,Namibia,SR Bhudia,JN Frylinck,4,0,0,0,0,[],bowled,RR Patel,91,182,91.0,14,2,39.0,5.150943396226415,0
386654,1199531,Dubai International Cricket Stadium,2,Namibia,Kenya,SR Bhudia,Namibia,LN Oluoch,JJ Smit,3,0,0,0,0,[],caught,SR Bhudia,93,182,89.0,9,1,59.333333333333336,5.027027027027027,0
386656,1199531,Dubai International Cricket Stadium,2,Namibia,Kenya,E Otieno,Namibia,LN Oluoch,JJ Smit,5,0,0,0,0,[],bowled,E Otieno,94,182,88.0,7,0,75.42857142857143,4.991150442477876,0
386839,1203678,Warner Park,2,Ireland,West Indies,E Lewis,West Indies,LMP Simmons,Simi Singh,4,0,0,0,0,[],caught,E Lewis,133,139,6.0,56,9,0.6428571428571428,12.46875,1
386968,1298162,Brisbane Cricket Ground,2,Bangladesh,Zimbabwe,W Madhevere,Bangladesh,CR Ervine,Taskin Ahmed,3,0,0,0,0,[],caught,W Madhevere,4,151,147.0,117,9,7.538461538461538,8.0,0
386983,1298162,Brisbane Cricket Ground,2,Bangladesh,Zimbabwe,CR Ervine,Bangladesh,M Shumba,Taskin Ahmed,4,0,0,0,0,[],caught,CR Ervine,17,151,134.0,104,8,7.730769230769232,6.375,0
386999,1298162,Brisbane Cricket Ground,2,Bangladesh,Zimbabwe,M Shumba,Bangladesh,SC Williams,Mustafizur Rahman,2,0,0,0,0,[],caught,M Shumba,35,151,116.0,88,7,7.909090909090908,6.5625,0
387002,1298162,Brisbane Cricket Ground,2,Bangladesh,Zimbabwe,Sikandar Raza,Bangladesh,SC Williams,Mustafizur Rahman,5,0,0,0,0,[],caught,Sikandar Raza,35,151,116.0,85,6,8.188235294117646,6.0,0
387035,1298162,Brisbane Cricket Ground,2,Bangladesh,Zimbabwe,RW Chakabva,Bangladesh,SC Williams,Taskin Ahmed,2,0,0,0,0,[],caught,RW Chakabva,69,151,82.0,52,5,9.461538461538462,6.088235294117647,0
387080,1298162,Brisbane Cricket Ground,2,Bangladesh,Zimbabwe,SC Williams,Bangladesh,RP Burl,Shakib Al Hasan,4,0,0,0,0,[],run out,SC Williams,132,151,19.0,8,4,14.25,7.071428571428571,0
387084,1298162,Brisbane Cricket Ground,2,Bangladesh,Zimbabwe,B Evans,Bangladesh,RP Burl,Mosaddek Hossain,2,0,0,0,0,[],caught,B Evans,136,151,15.0,4,3,22.5,7.034482758620689,0
387087,1298162,Brisbane Cricket Ground,2,Bangladesh,Zimbabwe,R Ngarava,Bangladesh,RP Burl,Mosaddek Hossain,5,0,0,0,0,[],stumped,R Ngarava,146,151,5.0,1,2,30.0,7.3613445378151265,0
387230,355997,Trent Bridge,2,Bangladesh,Ireland,JP Bray,Ireland,WTS Porterfield,Mashrafe Mortaza,5,0,0,0,0,[],caught,JP Bray,6,138,132.0,103,9,7.689320388349515,2.1176470588235294,1
387271,355997,Trent Bridge,2,Bangladesh,Ireland,NJ O'Brien,Ireland,WTS Porterfield,Shakib Al Hasan,4,0,0,0,0,[],caught,NJ O'Brien,61,138,77.0,62,8,7.451612903225806,6.310344827586206,1
387281,355997,Trent Bridge,2,Bangladesh,Ireland,WTS Porterfield,Ireland,GC Wilson,Abdur Razzak,2,0,0,0,0,[],caught and bowled,WTS Porterfield,71,138,67.0,52,7,7.730769230769232,6.264705882352942,1
387299,355997,Trent Bridge,2,Bangladesh,Ireland,GC Wilson,Ireland,JF Mooney,Mashrafe Mortaza,2,0,0,0,0,[],caught,GC Wilson,89,138,49.0,34,6,8.647058823529411,6.209302325581396,1
387489,682903,Sylhet Stadium,2,United Arab Emirates,Netherlands,MR Swart,Netherlands,SJ Myburgh,Kamran Shazad,4,0,0,0,0,[],caught,MR Swart,69,152,83.0,80,9,6.2250000000000005,10.350000000000001,1
387509,682903,Sylhet Stadium,2,United Arab Emirates,Netherlands,W Barresi,Netherlands,SJ Myburgh,Amjad Javed,6,0,0,0,0,[],run out,SJ Myburgh,93,152,59.0,60,8,5.8999999999999995,9.3,1
387536,682903,Sylhet Stadium,2,United Arab Emirates,Netherlands,W Barresi,Netherlands,TLW Cooper,EHSN Silva,3,0,0,0,0,[],bowled,W Barresi,129,152,23.0,33,7,4.181818181818182,8.896551724137932,1
387553,682903,Sylhet Stadium,2,United Arab Emirates,Netherlands,PW Borren,Netherlands,TLW Cooper,Kamran Shazad,2,0,0,0,0,[],caught,PW Borren,144,152,8.0,16,6,3.0,8.307692307692307,1
387697,1321484,Queens Sports Club,2,Zimbabwe,Netherlands,MP O'Dowd,Zimbabwe,SJ Myburgh,W Madhevere,1,0,0,0,0,[],lbw,MP O'Dowd,15,133,118.0,107,9,6.6168224299065415,6.9230769230769225,0
387701,1321484,Queens Sports Club,2,Zimbabwe,Netherlands,BFW de Leede,Zimbabwe,SJ Myburgh,W Madhevere,5,0,0,0,0,[],lbw,BFW de Leede,17,133,116.0,103,8,6.757281553398058,6.0,0
387724,1321484,Queens Sports Club,2,Zimbabwe,Netherlands,SJ Myburgh,Zimbabwe,TLW Cooper,SC Williams,3,0,0,0,0,[],run out,TLW Cooper,45,133,88.0,81,7,6.518518518518518,6.9230769230769225,0
387741,1321484,Queens Sports Club,2,Zimbabwe,Netherlands,SJ Myburgh,Zimbabwe,SA Edwards,Sikandar Raza,2,0,0,0,0,[],lbw,SJ Myburgh,54,133,79.0,64,6,7.40625,5.785714285714286,0
387750,1321484,Queens Sports Club,2,Zimbabwe,Netherlands,SA Edwards,Zimbabwe,AT Nidamanuru,SC Williams,5,0,0,0,0,[],caught,SA Edwards,56,133,77.0,55,5,8.399999999999999,5.1692307692307695,0
387754,1321484,Queens Sports Club,2,Zimbabwe,Netherlands,LV van Beek,Zimbabwe,AT Nidamanuru,Sikandar Raza,3,0,0,0,0,[],bowled,LV van Beek,56,133,77.0,51,4,9.058823529411764,4.869565217391305,0
387768,1321484,Queens Sports Club,2,Zimbabwe,Netherlands,TJG Pringle,Zimbabwe,AT Nidamanuru,Sikandar Raza,5,0,0,0,0,[],bowled,TJG Pringle,62,133,71.0,37,3,11.513513513513512,4.481927710843373,0
387769,1321484,Queens Sports Club,2,Zimbabwe,Netherlands,FJ Klaassen,Zimbabwe,AT Nidamanuru,Sikandar Raza,6,0,0,0,0,[],lbw,FJ Klaassen,62,133,71.0,36,2,11.833333333333334,4.428571428571429,0
387790,1321484,Queens Sports Club,2,Zimbabwe,Netherlands,PA van Meekeren,Zimbabwe,AT Nidamanuru,LM Jongwe,2,0,0,0,0,[],caught,PA van Meekeren,87,133,46.0,16,1,17.25,5.019230769230769,0
387797,1321484,Queens Sports Club,2,Zimbabwe,Netherlands,AT Nidamanuru,Zimbabwe,Shariz Ahmad,R Ngarava,2,0,0,0,0,[],lbw,AT Nidamanuru,95,133,38.0,10,0,22.799999999999997,5.181818181818182,0
387930,1146724,Central Broward Regional Park Stadium Turf Ground,2,Bangladesh,West Indies,E Lewis,Bangladesh,ADS Fletcher,Mustafizur Rahman,2,0,0,0,0,[],lbw,E Lewis,5,172,167.0,112,9,8.946428571428571,3.75,0
387946,1146724,Central Broward Regional Park Stadium Turf Ground,2,Bangladesh,West Indies,AD Russell,Bangladesh,ADS Fletcher,Mustafizur Rahman,4,0,0,0,0,[],caught,AD Russell,33,172,139.0,98,8,8.510204081632653,9.0,0
387952,1146724,Central Broward Regional Park Stadium Turf Ground,2,Bangladesh,West Indies,MN Samuels,Bangladesh,ADS Fletcher,Shakib Al Hasan,4,0,0,0,0,[],caught,MN Samuels,48,172,124.0,92,7,8.08695652173913,10.285714285714285,0
387968,1146724,Central Broward Regional Park Stadium Turf Ground,2,Bangladesh,West Indies,D Ramdin,Bangladesh,ADS Fletcher,Rubel Hossain,1,0,0,0,0,[],lbw,D Ramdin,58,172,114.0,77,6,8.883116883116884,8.093023255813954,0
388013,1146724,Central Broward Regional Park Stadium Turf Ground,2,Bangladesh,West Indies,ADS Fletcher,Bangladesh,R Powell,Nazmul Islam,2,0,0,0,0,[],caught,ADS Fletcher,116,172,56.0,34,5,9.882352941176471,8.093023255813954,0
388025,1146724,Central Broward Regional Park Stadium Turf Ground,2,Bangladesh,West Indies,CR Brathwaite,Bangladesh,R Powell,Shakib Al Hasan,2,0,0,0,0,[],caught,CR Brathwaite,131,172,41.0,22,4,11.181818181818182,8.020408163265307,0
388039,1146724,Central Broward Regional Park Stadium Turf Ground,2,Bangladesh,West Indies,R Powell,Bangladesh,AR Nurse,Mustafizur Rahman,3,0,0,0,0,[],caught,R Powell,146,172,26.0,9,3,17.333333333333332,7.891891891891893,0
388045,1146724,Central Broward Regional Park Stadium Turf Ground,2,Bangladesh,West Indies,AR Nurse,Bangladesh,KMA Paul,Nazmul Islam,3,0,0,0,0,[],caught,AR Nurse,158,172,14.0,3,2,28.0,8.102564102564102,0
388047,1146724,Central Broward Regional Park Stadium Turf Ground,2,Bangladesh,West Indies,KMA Paul,Bangladesh,KOK Williams,Nazmul Islam,5,0,0,0,0,[],bowled,KMA Paul,158,172,14.0,1,1,84.0,7.966386554621849,0
388179,426417,Sophia Gardens,2,Pakistan,England,C Kieswetter,England,SM Davies,Shoaib Akhtar,4,0,0,0,0,[],caught,C Kieswetter,9,127,118.0,110,9,6.4363636363636365,5.4,1
388206,426417,Sophia Gardens,2,Pakistan,England,RS Bopara,England,SM Davies,Shoaib Akhtar,6,0,0,0,0,[],caught,RS Bopara,42,127,85.0,84,8,6.071428571428571,7.0,1
388218,426417,Sophia Gardens,2,Pakistan,England,PD Collingwood,England,SM Davies,Shahid Afridi,6,0,0,0,0,[],bowled,PD Collingwood,55,127,72.0,72,7,6.0,6.875,1
